Serial,Comph_we,Comph_wk,Comp_we,Comp_wk,Smart_we,Smart_wk,Watch_we,Watch_wk
1000672,0.5,0,0,0,3,2,2,1
1000673,3,2,0,0,5,2,3,1
1000675,0,0.5,0,0,3,5,5,3
1000676,1,1,0,0,3,3,1,0.5
1000677,2,0.5,1,0.5,0,0.5,7,5
1000678,6,3,1,0.5,5,3,4,3
1000679,7,7,0,0,7,7,4,4
1000680,0.5,0.5,0,0,7,7,1,1
1000682,4,2,0.5,0,6,7,7,4
1000683,0.5,2,1,1,7,7,2,5
1000684,5,4,0,0,6,5,3,2
1000685,3,2,3,2,3,1,2,1
1000686,0,0,0,0,7,7,0,0.5
1000687,1,2,0,0,6,6,3,2
1000688,0,0,3,0,7,7,5,4
1000689,1,0.5,0,0,7,7,7,7
1000690,0,0,0,0,7,7,7,7
1000692,2,1,0,0,7,7,4,2
1000693,5,4,0,0,6,4,2,1
1000694,0.5,0.5,0.5,0.5,3,2,3,2
1000695,7,7,0,0,7,7,7,6
1000696,1,1,0,0,5,4,3,2
1000697,0,0,4,3,7,7,5,2
1000698,0,0,0,0,7,7,5,2
1000699,0.5,1,0,0,6,4,4,2
1000700,4,3,0,0,6,3,3,1
1000701,4,3,1,0.5,7,7,3,1
1000702,2,1,0.5,0,3,6,1,0.5
1000703,1,1,0.5,0,0.5,0,4,2
1000704,0,0,0,0,5,3,0.5,0.5
1000705,2,1,0,0,0.5,0.5,1,0
1000706,2,1,0,0,3,2,4,2
1000707,0,1,0,0,4,3,2,1
1000708,4,3,0,0,5,4,5,4
1000709,1,0.5,0,0,2,2,2,1
1000710,5,4,0.5,0,4,3,5,4
1000711,5,3,0,0,1,0.5,6,6
1000712,0,0,1,0.5,4,2,5,2
1000713,0.5,1,0,0,0.5,2,0.5,0.5
1000714,3,2,0,0,4,2,4,3
1000715,2,1,3,2,7,5,5,3
1000716,1,1,0,0,3,1,3,2
1000717,3,3,0,0,3,3,4,4
1000718,2,2,0,0,7,7,7,3
1000719,0,1,0,0,2,2,3,2
1000720,0.5,0,0,0,1,1,5,4
1000721,0.5,0.5,0,0,0.5,0.5,1,0.5
1000722,0,0,0,0,5,3,1,0.5
1000723,1,1,0,0,2,2,1,0
1000724,3,2,0,0,3,2,3,2
1000725,3,1,0,0,5,5,5,2
1000726,0,0.5,1,0.5,7,7,7,7
1000727,2,1,1,0,1,0.5,2,1
1000728,5,2,0,0,7,5,3,2
1000729,0,0,3,2,7,7,6,3
1000730,3,5,0,0,7,3,5,5
1000731,0.5,1,0,0,5,7,6,4
1000732,1,1,0,0,4,5,2,2
1000734,0.5,0.5,0,0,7,6,5,4
1000735,0.5,0.5,0,0,5,4,4,2
1000737,3,0.5,5,2,4,2,5,2
1000738,0.5,0.5,1,0.5,3,3,2,1
1000739,0,1,0.5,0,7,7,7,5
1000740,5,4,0,0,5,5,1,3
1000741,2,2,0,0,1,1,1,0
1000743,2,1,0,0,4,3,6,3
1000744,1,1,0,0,3,2,1,2
1000745,3,1,0,0,4,1,2,0
1000746,2,3,1,0,5,5,2,1
1000747,3,2,0,0.5,0.5,0.5,4,3
1000748,1,0.5,2,0,2,1,3,2
1000749,0,1,0,0,7,7,3,2
1000750,2,2,0,0,2,1,3,1
1000751,0.5,0.5,4,2,7,7,1,1
1000752,1,2,1,0,7,7,1,3
1000753,2,1,0.5,0,5,2,3,2
1000754,6,2,0.5,0,1,1,7,2
1000755,6,3,0,0,2,5,2,1
1000756,7,4,2,0.5,3,3,7,4
1000757,5,3,0,0,2,1,2,1
1000758,3,1,0,0,4,2,2,1
1000759,6,5,0,0,6,5,2,0.5
1000760,0.5,0.5,4,3,0,0,6,5
1000761,2,1,0,0,5,3,2,2
1000762,0,1,0,0,5,5,4,3
1000763,3,0,0,0,1,0.5,1,2
1000764,4,4,0,0,2,2,0.5,1
1000765,6,6,3,1,7,7,5,3
1000766,0.5,0.5,0,0,1,1,2,2
1000767,0,0.5,0,0,6,5,2,2
1000768,3,1,0,0,0,0,3,2
1000769,0,0,0,0,7,7,0.5,5
1000770,0.5,0.5,0,0,7,7,6,7
1000771,0,0,0,0,4,3,3,1
1000772,5,4,1,0.5,7,7,6,5
1000774,0.5,0,0,0,2,1,2,1
1000775,0.5,1,1,1,7,7,4,6
1000776,0.5,0.5,0,0,1,0.5,2,0.5
1000777,0,0,0,0,2,0,2,0
1000778,3,1,0,0,6,4,3,2
1000779,0,1,0,0,7,6,6,4
1000780,5,4,0,0,7,5,4,4
1000781,0,0.5,0,0,4,4,3,2
1000782,3,4,0,0,3,1,3,1
1000784,4,4,0,0,6,6,4,3
1000785,7,7,0,0,7,7,7,3
1000786,7,7,0.5,0,7,7,7,7
1000787,1,2,0.5,0.5,6,5,7,7
1000788,0,1,0,0,7,6,7,7
1000789,1,0.5,0,0,3,2,3,2
1000790,0.5,1,0,0,7,5,7,5
1000791,3,2,0,0,4,4,4,2
1000793,3,2,2,1,3,2,7,5
1000794,2,0,0,0,5,3,5,3
1000795,3,3,0.5,0.5,7,7,5,4
1000796,2,1,0,0,1,0.5,4,3
1000797,5,5,0,0,7,6,3,2
1000798,3,2,0,0,7,7,3,1
1000799,2,2,0,0,3,2,2,1
1000800,3,2,0,0,2,1,6,4
1000801,2,1,0,0,2,1,5,2
1000802,3,0,0,0,3,2,3,1
1000803,1,3,0,0,7,7,6,3
1000804,2,1,3,2,2,2,0.5,1
1000805,7,7,1,1,7,5,5,5
1000806,0.5,0.5,0,0,7,4,1,0
1000807,0,0,0.5,0,7,7,4,2
1000808,2,1,0,0,3,2,2,1
1000809,2,1,1,0.5,1,0.5,3,0
1000810,0,0.5,0,0,7,5,4,3
1000811,0,0.5,0,0,7,7,1,3
1000812,0.5,1,0,0,3,3,4,3
1000813,5,4,0,0,4,4,4,2
1000814,1,2,0,0,7,7,3,4
1000815,4,5,3,2,5,4,3,3
1000816,0.5,0,0.5,0.5,4,3,3,2
1000817,0,0.5,0,0,5,4,3,2
1000818,2,1,1,0,4,2,4,4
1000819,0,0,0,0,7,7,5,4
1000820,3,1,0,0,1,1,5,4
1000821,0,0,0,0,7,7,5,3
1000822,4,2,0.5,0,7,5,5,4
1000823,0.5,1,3,3,1,2,5,5
1000824,0.5,0.5,0,0,4,3,5,6
1000825,0,0.5,0,0,4,3,4,3
1000826,1,2,0,0,6,4,3,2
1000827,3,2,3,2,5,5,7,7
1000828,5,3,1,0,6,5,3,1
1000829,0.5,2,0,0,2,4,0.5,2
1000830,1,0.5,0.5,0,3,3,6,4
1000831,3,3,0,0,3,1,1,0.5
1000832,2,4,0,0,6,4,6,3
1000833,3,2,1,0,2,1,4,2
1000834,4,3,0,0,5,4,4,1
1000835,4,4,2,1,4,4,6,5
1000836,0.5,0.5,0.5,0,4,2,3,1
1000837,1,1,0,0,3,2,4,2
1000838,3,2,0,0,4,3,5,3
1000839,3,2,3,1,4,2,3,1
1000840,1,1,0,0,0.5,0.5,7,7
1000841,2,2,0,0,3,3,2,2
1000842,0,0.5,2,1,0,0,5,3
1000843,2,2,0.5,0.5,1,0.5,6,4
1000844,0,0.5,0,0,0,0.5,1,0.5
1000845,1,2,0,0.5,5,3,4,3
1000846,4,4,0,0,3,3,0,3
1000847,0.5,0.5,0.5,0,2,1,3,2
1000848,0,0,0,0,6,4,2,3
1000849,0.5,2,0,0,6,3,4,3
1000850,1,0.5,0,0,7,5,0.5,1
1000851,0,0,0.5,0,7,7,7,7
1000852,0,3,0,0,7,7,7,7
1000853,1,2,0,0,7,7,7,7
1000854,0,0,0,0,7,7,4,3
1000855,1,1,0,0,1,0.5,3,2
1000856,2,1,1,2,0.5,0.5,7,6
1000857,2,1,0.5,0,5,3,2,1
1000858,6,4,3,2,0.5,0.5,5,3
1000859,3,1,1,0,7,5,5,3
1000860,3,2,0.5,0,7,7,2,1
1000861,4,5,2,4,3,3,3,4
1000862,2,4,0,0,6,5,5,5
1000863,4,2,0,0,6,5,5,3
1000864,7,5,0,0,7,6,7,3
1000865,1,0.5,1,0,5,3,5,3
1000866,7,7,0,0,7,7,7,4
1000867,4,4,1,1,1,0.5,4,3
1000868,3,2,0.5,0,2,3,4,2
1000869,3,2,0,0,5,4,4,3
1000870,0.5,0.5,0,0,1,2,2,0
1000871,7,6,7,6,2,2,7,6
1000872,3,2,3,1,7,7,6,4
1000873,1,0.5,0,0,4,3,2,2
1000874,0,0,0,0,4,3,4,3
1000875,4,3,0,0,2,2,5,4
1000876,0.5,0,0,0,6,3,5,3
1000877,7,6,0,0,7,6,7,6
1000878,1,0.5,0,0,5,3,3,2
1000879,2,2,0,0,7,7,7,5
1000880,0.5,0.5,0.5,0,0,0,3,2
1000881,1,0.5,0,0,3,2,1,3
1000882,0,0,0,0,4,3,3,2
1000883,4,3,0,0,4,3,2,1
1000884,1,0.5,0,0,4,3,5,4
1000885,0.5,0,3,2,7,7,4,2
1000886,1,3,0.5,0,0,0,2,3
1000887,0.5,1,0,0,0.5,0,0.5,3
1000888,0.5,0,0.5,0,2,2,3,3
1000889,4,4,0,0,1,0.5,5,1
1000890,2,0.5,0,0,5,3,4,2
1000891,1,0.5,0,0,3,2,1,0
1000892,2,2,0.5,0,0.5,0,2,3
1000893,2,2,0,0,0,0,3,2
1000894,1,0.5,0,0,7,5,5,0.5
1000895,5,3,0,0,7,6,7,5
1000896,0,0,0,0,7,7,7,6
1000897,3,1,0,0,1,1,3,2
1000898,0.5,0.5,0,0,6,4,3,2
1000899,0.5,0.5,0,0,2,1,3,2
1000900,3,3,0,0,2,1,4,3
1000901,1,1,0,0,7,6,6,5
1000902,2,2,0,0,0,0,1,1
1000903,5,3,2,0.5,7,3,2,4
1000904,2,2,0,0,1,1,1,0
1000905,3,4,0,0,0.5,0.5,1,2
1000906,1,0.5,0,0,1,1,1,0.5
1000907,3,1,1,0.5,7,7,7,7
1000908,2,2,0.5,0,5,4,6,5
1000909,3,1,0,0,6,4,7,7
1000910,0.5,3,0,0,3,2,3,2
1000911,4,3,0.5,0,3,2,2,1
1000912,2,2,0.5,0,3,2,1,0.5
1000913,2,2,3,1,3,3,1,1
1000914,7,5,0.5,0.5,7,7,1,1
1000915,1,1,0,0,3,2,3,2
1000916,1,2,2,0.5,1,0.5,3,2
1000917,1,2,0,0,7,7,1,0.5
1000918,2,1,0,0,3,2,3,1
1000919,1,0.5,0,0,7,7,7,4
1000920,2,1,0,0,2,2,2,2
1000921,2,3,0.5,0.5,3,2,1,1
1000922,7,4,3,3,4,4,7,5
1000923,1,1,0,0,5,3,4,2
1000924,2,2,0,0,4,3,0.5,0
1000925,3,1,0.5,0,5,3,4,3
1000926,0.5,0.5,0,0,7,5,4,2
1000927,1,2,0,0,5,4,1,5
1000928,0.5,0.5,0.5,0.5,1,1,3,3
1000929,0.5,0.5,0,0,7,7,4,3
1000930,4,5,0,0,3,3,1,0
1000931,0.5,0.5,1,0.5,1,1,2,1
1000933,3,3,0,0,0,0,1,0.5
1000934,0.5,0.5,0,0,0,0,3,2
1000935,0,0,0.5,0.5,5,5,2,4
1000936,0,0,0.5,0,5,3,1,0.5
1000937,0,0,0,0,3,2,4,3
1000938,7,7,7,7,7,7,7,5
1000940,0,0,0,0,4,3,7,5
1000941,7,4,7,4,2,1,2,7
1000942,5,3,3,1,3,2,5,4
1000944,1,0.5,3,1,1,0.5,2,0.5
1000945,4,2,4,3,2,2,4,3
1000946,3,1,0,0,4,2,2,1
1000947,0.5,0.5,3,2,3,3,6,4
1000948,7,4,1,0.5,0,0.5,6,3
1000949,0.5,1,5,2,4,2,3,0.5
1000950,2,1,5,3,3,2,5,2
1000951,0,0,3,1,2,1,6,4
1000952,6,6,4,4,6,6,4,4
1000953,6,6,0,0,6,6,6,4
1000954,7,4,2,1,7,7,7,6
1000955,1,1,0,0,3,2,3,2
1000956,0.5,0.5,0,0,1,1,0.5,1
1000957,3,1,0,0,3,2,2,0.5
1000958,0,0.5,0,0,1,1,2,1
1000959,7,0,7,0,7,0,7,0.5
1000960,3,1,0,0,2,1,3,1
1000961,1,1,0,0,2,1,3,2
1000962,4,3,0,0,3,4,0,2
1000963,0,0,1,0,3,2,7,5
1000964,2,1,0,0,0,0,3,1
1000965,4,5,0,0,6,5,4,1
1000966,0.5,0.5,0,0,0.5,1,0.5,1
1000968,2,1,0,0,0.5,0.5,2,2
1000969,0,0.5,0,0,5,3,3,1
1000970,1,0.5,0,0,2,1,4,1
1000971,1,1,0,0,1,0.5,2,1
1000972,7,7,4,3,7,7,4,2
1000973,0.5,0.5,0,0,4,2,5,3
1000974,3,3,1,0,2,1,3,1
1000975,0,0,0,0,7,7,4,1
1000976,5,4,0,0,4,3,4,2
1000977,3,2,0,0,4,4,4,3
1000978,1,1,3,2,2,1,3,2
1000979,3,3,0,0,1,0.5,7,4
1000980,1,1,3,2,1,1,4,2
1000981,1,0.5,2,1,1,1,2,0.5
1000982,3,1,7,2,0,0,7,2
1000983,2,2,5,3,0,0,6,5
1000984,1,1,5,0,4,3,6,3
1000985,0,2,2,1,4,3,4,3
1000987,1,1,2,1,2,1,0.5,0.5
1000988,2,2,0,0,0,0,3,2
1000989,0.5,0,3,2,2,2,2,2
1000990,1,0.5,2,2,4,3,3,2
1000991,1,1,3,1,1,1,1,0
1000992,2,1,0,0,0,0,3,2
1000993,6,0.5,7,1,0,0,7,1
1000994,7,4,0.5,0,1,0.5,4,1
1000995,3,2,4,2,1,1,3,1
1000996,4,1,7,2,7,2,7,6
1000997,3,2,1,0.5,5,3,2,1
1000999,5,3,5,4,5,4,4,3
1001000,0.5,0.5,1,1,1,0.5,1,0.5
1001001,3,2,3,4,3,2,5,4
1001002,0,0,4,2,7,6,7,5
1001003,2,4,0.5,0,0,0,3,4
1001005,2,2,3,3,2,1,4,4
1001006,2,2,1,0.5,1,1,4,3
1001007,0,1,1,0.5,1,2,2,1
1001008,1,1,3,3,1,0.5,6,3
1001009,0.5,0.5,1,1,5,6,2,1
1001010,1,0.5,1,0,6,5,6,5
1001011,1,1,3,2,2,2,2,2
1001012,0,0.5,4,2,0,0,5,2
1001013,3,2,7,3,2,1,0,1
1001014,0.5,0.5,1,0,0,0,1,0
1001015,3,2,0,0,7,7,4,5
1001016,0,0,0,0,7,5,3,4
1001017,4,1,4,3,0.5,0,3,3
1001018,0.5,0,0,0,7,5,6,3
1001019,2,1,0,0,1,0.5,4,2
1001020,6,6,0,0,6,6,5,4
1001021,0,0.5,0,0,3,2,3,1
1001022,5,3,0,0,0,0,3,1
1001023,3,1,0,0,4,2,6,4
1001024,2,2,0.5,0.5,6,5,4,2
1001025,2,2,0,0,2,1,2,1
1001026,5,3,2,1,0.5,0,5,3
1001027,3,2,0.5,0,1,0.5,7,5
1001028,3,4,7,4,2,1,5,4
1001029,0.5,0,0,0,0,0,0,0
1001030,7,4,0,0,7,7,4,2
1001031,7,7,4,2,7,7,4,2
1001032,6,4,0.5,0,4,3,4,2
1001033,0.5,0.5,0,0,3,4,1,0.5
1001034,3,2,0,0,3,2,3,2
1001035,2,0.5,0.5,0,1,1,2,1
1001036,2,0.5,2,0,1,0.5,7,4
1001037,1,0.5,0,0,1,1,4,1
1001038,3,2,0,0,7,6,5,3
1001039,6,4,0,0,6,4,7,3
1001040,5,4,0.5,0,4,3,5,4
1001041,5,3,0.5,0,1,1,4,1
1001042,1,0,0,0,6,4,5,3
1001043,1,0,0.5,0.5,4,3,4,2
1001044,1,0.5,0,0,2,1,2,1
1001045,0.5,3,0,0,7,4,5,4
1001046,0,3,0,0,7,6,7,4
1001047,2,1,0,0,1,1,3,2
1001048,6,4,0.5,0.5,0,0,5,2
1001049,3,5,0,0,0.5,0.5,2,1
1001050,0.5,2,0.5,0,7,6,3,2
1001051,0,0,0,0,3,2,4,3
1001052,0.5,0,0,0,5,3,1,3
1001053,3,2,0,0,2,1,4,3
1001054,3,2,0.5,0,2,2,4,3
1001055,3,1,0.5,0,7,6,3,3
1001056,5,2,1,0.5,4,3,4,2
1001057,3,3,5,3,7,7,5,4
1001058,6,2,0,0,0,0,6,4
1001059,0,0.5,0,0,5,4,0,0.5
1001060,0.5,0.5,0,0,2,2,5,3
1001061,7,7,4,0,0,0,1,0.5
1001062,3,2,0,0,3,3,3,2
1001063,0.5,0.5,0,0,3,2,3,2
1001064,0.5,0.5,0,0,2,1,3,2
1001065,1,0.5,0,0,5,3,6,4
1001066,4,6,2,4,7,7,7,7
1001067,0,0,0,0,7,4,6,2
1001068,4,2,1,0,2,1,2,1
1001069,3,1,0.5,0,1,1,2,1
1001070,2,1,0,0,3,2,4,3
1001071,7,7,0.5,0,6,6,4,1
1001072,3,2,0,0,1,1,6,5
1001073,5,5,0,0,4,4,5,5
1001074,0,0,0.5,0.5,0,0,5,2
1001075,3,2,0,0,7,6,2,2
1001076,0.5,0.5,1,0.5,4,2,2,1
1001077,2,2,0,0,2,1,2,1
1001078,2,2,0,0,1,0.5,4,2
1001079,2,1,0,0,5,3,6,3
1001080,0.5,0.5,0,0,4,2,2,1
1001081,2,3,0,0,5,4,5,4
1001082,1,2,0,0,1,1,3,2
1001083,1,3,0,0,7,7,4,3
1001084,5,3,0,0,6,6,4,2
1001085,1,1,0,0,7,4,2,1
1001086,3,1,2,0,4,2,2,0
1001087,0.5,2,0.5,3,7,7,6,4
1001088,0.5,0.5,0.5,0.5,0,0,2,3
1001089,0,0,0,0,0.5,0.5,0.5,0
1001090,6,6,0,0,7,7,4,4
1001091,3,2,0,0,4,3,2,1
1001092,2,2,1,0.5,2,2,6,5
1001093,4,2,1,0,5,4,3,0.5
1001094,3,1,0.5,0.5,2,1,3,2
1001095,1,0.5,0,0,5,4,3,2
1001096,3,2,0.5,0,2,1,4,4
1001097,0,0,0,0,7,7,7,6
1001098,2,2,3,1,1,0.5,5,3
1001099,2,7,6,0,6,7,4,4
1001100,0.5,0.5,0,0,0,0.5,5,3
1001101,1,1,0,0,7,7,3,2
1001102,2,1,1,0.5,5,3,0.5,0.5
1001103,0,1,0,0,3,3,2,1
1001104,1,0.5,1,0,3,2,4,3
1001105,0.5,3,2,0,7,5,7,6
1001106,1,1,0,0,7,5,2,0.5
1001108,4,1,0,0,4,2,5,1
1001109,7,7,6,5,7,6,7,7
1001110,0.5,0.5,3,2,2,1,3,1
1001112,1,2,0,0,3,3,2,2
1001113,0.5,2,4,3,6,3,2,1
1001114,3,2,0,0,5,4,0.5,2
1001115,3,1,0,0,4,3,4,2
1001116,4,3,0,0,0.5,0.5,7,5
1001117,1,1,0,0,7,7,5,5
1001118,3,2,1,0,2,2,2,1
1001119,2,2,0,0,5,4,3,4
1001120,3,4,4,2,5,4,3,1
1001121,0.5,2,0,0,3,3,4,1
1001122,0,0,0,0,5,3,5,2
1001123,3,2,0,0,4,2,2,0.5
1001124,2,1,0,0,0.5,0.5,2,1
1001125,0,3,0,0,4,3,3,1
1001126,0.5,1,0,0,6,6,6,3
1001127,0.5,0,0,0,7,7,1,3
1001128,5,3,3,2,4,4,6,5
1001129,0.5,0,0,0,4,3,3,2
1001130,2,1,0,0,0,0.5,1,2
1001131,0,0,0,0,0,0,5,1
1001132,4,3,1,0,1,1,2,2
1001133,0.5,1,0,1,7,7,3,6
1001134,0,1,0,0,4,3,4,3
1001135,4,2,0,0,0.5,0.5,0.5,2
1001136,2,2,0,0,7,7,6,4
1001137,4,1,0,0,7,4,3,2
1001138,2,1,1,0,5,4,3,2
1001139,3,1,0,0,0,0,1,0
1001140,1,1,1,1,1,0.5,7,3
1001141,1,2,0.5,0.5,6,5,5,5
1001142,0,0,4,0.5,7,6,7,6
1001143,2,2,0,0,4,3,3,2
1001144,2,1,0.5,0.5,2,2,3,1
1001145,2,2,0.5,0,6,5,4,1
1001146,3,6,0,0,7,4,6,4
1001147,7,3,2,0.5,3,2,2,0.5
1001148,3,2,1,0,1,0.5,5,5
1001149,4,3,3,3,7,6,7,6
1001150,3,2,0,0,4,2,4,2
1001151,2,2,1,0.5,1,0.5,3,3
1001152,3,2,0,0,7,7,7,4
1001153,0.5,0.5,0,0,3,2,3,2
1001155,3,2,0,0,3,2,3,3
1001156,2,1,3,2,4,2,7,5
1001157,0,0,0,0,7,4,1,0
1001158,7,7,0.5,0.5,7,7,5,5
1001159,7,7,3,2,7,7,7,6
1001160,0.5,0,0,0,2,1,0.5,0.5
1001161,2,2,2,1,0.5,0.5,4,2
1001162,5,4,3,2,6,4,4,3
1001163,1,2,2,0.5,5,4,5,3
1001164,2,1,0.5,0,3,2,3,1
1001165,7,6,0,0,5,6,0.5,0.5
1001166,0,0,0,0,7,5,2,0
1001167,1,2,1,1,3,2,5,5
1001168,0.5,0.5,0.5,0,0.5,0,1,0.5
1001169,3,1,2,0,3,1,5,2
1001170,0.5,0.5,0,0,3,2,3,3
1001171,1,1,0,0,4,3,5,3
1001172,2,1,0.5,0.5,2,1,5,4
1001173,7,6,0,0,7,7,5,4
1001174,1,0.5,0,0,5,5,4,4
1001175,2,2,0,0,2,2,5,3
1001176,2,0.5,1,1,1,1,3,4
1001177,3,3,0,0,7,7,7,7
1001178,0,0,0.5,0.5,3,3,7,7
1001179,6,6,5,3,3,3,5,3
1001180,0,0.5,0,0,5,4,0.5,1
1001181,0.5,2,0,0,7,7,4,2
1001182,2,1,1,1,3,2,2,1
1001183,0,0,0,0,4,4,4,3
1001184,2,3,0,0,4,3,2,2
1001185,4,4,0,0,5,4,7,4
1001186,0,0,0,0,2,4,6,3
1001187,2,1,0,0,5,3,3,2
1001188,1,0.5,0,0,1,1,4,2
1001189,7,7,0,0,7,7,5,4
1001190,2,3,0.5,0,2,1,5,3
1001191,3,4,2,1,5,4,3,2
1001192,2,2,0.5,0,1,0.5,3,0.5
1001193,2,4,5,3,6,4,2,3
1001194,4,5,0,0,4,3,4,3
1001195,4,2,0,0,1,1,2,1
1001196,2,3,0.5,0,2,1,2,1
1001197,4,3,0,0,7,7,4,1
1001198,0,0.5,0,0,7,6,3,2
1001199,1,1,0,0,3,2,5,3
1001200,1,0,1,0,6,4,3,2
1001201,5,3,2,2,1,0.5,4,3
1001202,2,1,2,0,7,6,4,2
1001203,0.5,1,0,0,1,2,3,3
1001204,0.5,0.5,1,1,3,1,3,2
1001205,4,3,0.5,0,7,7,6,0.5
1001206,1,2,1,0,5,2,4,3
1001207,7,5,0,0,7,5,7,7
1001208,0,0,0,0,7,7,7,7
1001209,1,1,0,0,4,3,1,1
1001210,2,1,0,0,6,5,5,2
1001211,1,1,0,0,0,0,2,1
1001212,4,3,0,0,0.5,0.5,4,2
1001213,7,6,5,2,3,3,7,5
1001214,2,2,7,7,7,7,7,2
1001215,0,0.5,0,0,6,5,3,1
1001216,0,0,0,0,2,1,3,2
1001217,0,0,0,0,2,1,3,2
1001218,0,0.5,0,0,1,1,0.5,1
1001219,1,0.5,0,0,2,0.5,1,0.5
1001220,0.5,0.5,0,0,5,3,3,3
1001221,2,3,0,0,2,2,3,1
1001222,0.5,0.5,2,0.5,1,0.5,4,3
1001223,1,0.5,0,0,3,2,5,2
1001224,0,0,2,1,0,0,2,2
1001225,0,1,0.5,0,7,7,3,4
1001226,2,2,0,0,5,4,4,3
1001227,4,2,2,1,7,6,7,6
1001228,1,1,0,0,5,3,3,2
1001229,5,4,1,0,0.5,0.5,3,2
1001230,1,0.5,0,0,7,7,3,2
1001232,6,4,0.5,0.5,0,0,2,0.5
1001233,1,3,3,1,7,4,6,4
1001234,3,3,2,1,3,1,5,3
1001235,2,1,0,0,4,3,4,3
1001236,7,5,0,0,4,1,5,0.5
1001237,1,1,0.5,0,2,2,5,3
1001238,4,3,0,0,7,4,4,2
1001239,1,0.5,0,0,3,2,4,4
1001240,0.5,0,0,0,2,1,1,0.5
1001241,1,1,0.5,0.5,7,5,5,3
1001242,7,3,4,0.5,6,5,3,1
1001243,5,4,0,0,4,4,4,2
1001244,2,1,1,0.5,7,7,3,4
1001245,1,0,0,0,6,3,5,3
1001246,0,0,0,0,7,5,7,5
1001247,5,2,0,0,4,3,5,2
1001248,1,1,0,0,7,4,4,1
1001249,2,1,0,0,4,3,4,2
1001250,2,1,1,0.5,6,3,5,3
1001251,0,0,0,0,6,4,5,3
1001252,0.5,1,0,0,5,6,1,2
1001253,2,2,7,5,7,7,7,5
1001254,3,3,0,0,0.5,0.5,6,5
1001255,0,2,0,0,2,1,2,1
1001256,7,7,0,0,7,7,7,6
1001257,0.5,0.5,0,0,6,5,5,4
1001258,1,0.5,0,0,4,4,3,1
1001259,4,2,0,0,1,0.5,4,3
1001260,0,0.5,0,0,7,7,2,1
1001261,1,0.5,0,0,7,6,7,5
1001262,1,1,4,1,0,0.5,7,6
1001263,1,0.5,0,0,7,5,2,0
1001264,1,0.5,0,0,5,4,5,3
1001265,2,1,0,0,0,0,3,2
1001266,5,4,0,0,6,6,1,2
1001267,3,4,0,0,5,5,5,3
1001268,7,7,0,0,7,7,7,7
1001269,1,1,0,0,2,0.5,6,6
1001270,2,1,0,0,1,0.5,6,4
1001271,2,2,0,0,7,7,6,6
1001272,0,0,3,7,7,7,7,7
1001273,4,3,0,0,7,7,5,2
1001274,1,1,0,0,5,5,4,3
1001275,2,2,0,0,1,1,4,4
1001277,6,4,0,0,7,5,7,7
1001278,0,0,0,0,7,6,0,4
1001279,0,2,0,0,4,3,2,1
1001280,0,1,0,0,6,5,6,5
1001281,7,7,0,0,1,5,6,1
1001282,0,0,0,0,5,3,6,3
1001283,0.5,2,0,0,2,2,2,2
1001284,7,7,0,0,7,7,1,1
1001285,1,1,0.5,0.5,2,2,5,4
1001286,7,7,5,3,7,7,5,4
1001287,2,2,0,0,2,2,4,4
1001288,6,5,0,0,7,7,0.5,4
1001289,1,0.5,0,0,6,3,3,2
1001290,0,0.5,0,0,4,3,0.5,2
1001291,6,3,0,0,5,3,5,3
1001292,0.5,1,0,0,7,5,4,2
1001293,0,0.5,0,0,5,4,7,5
1001294,6,4,0,0,6,5,7,5
1001295,1,1,0.5,0.5,6,4,3,2
1001296,0.5,0,0.5,0,7,7,4,1
1001297,0.5,0,0,0,7,7,2,5
1001298,2,1,0,0,4,3,3,2
1001299,6,5,0,0,7,7,5,4
1001300,2,1,0,0,4,4,3,1
1001301,3,4,0,0,4,3,2,1
1001302,0,0,0,0,6,4,3,2
1001303,0,0,0.5,0,7,7,7,7
1001304,0,0,0,0,7,7,2,4
1001305,1,0.5,0,0,7,5,0.5,2
1001306,0.5,0,0,0,4,3,6,5
1001307,0,0,0,0,5,2,2,0.5
1001308,0,0.5,0,0,3,3,3,2
1001309,4,3,0,0,5,4,7,7
1001310,0.5,1,0,0,2,1,4,2
1001311,7,6,2,0,7,2,7,2
1001313,0.5,0,0,0,1,2,3,3
1001314,0,0,0,0,7,3,2,0.5
1001315,3,3,0,0,3,2,3,2
1001316,3,2,0,0,4,4,2,0.5
1001317,2,1,0,0,3,2,3,2
1001318,0.5,1,0,0,6,2,2,1
1001319,0.5,2,0,0,7,7,2,3
1001320,0,0,0.5,0,7,6,1,0
1001321,0,2,0,0,7,7,7,7
1001322,1,0.5,3,3,3,3,3,2
1001323,2,2,0,0,3,1,6,3
1001324,0,0,0,0,4,3,5,5
1001325,0,0,0,0,7,7,3,3
1001326,0,0,0,0,5,3,4,2
1001327,0,0,0.5,0,6,3,3,0.5
1001328,0,0,0,0,2,1,4,3
1001329,6,5,0,0,6,6,4,3
1001330,1,1,0,0,6,4,6,3
1001331,3,1,0,0,2,1,2,1
1001332,2,1,1,1,2,4,4,3
1001333,0.5,0.5,0,0,3,2,4,3
1001334,5,3,0,0,4,2,6,3
1001335,0,0,0,0,6,5,4,2
1001336,1,2,0,0,2,2,3,1
1001337,3,6,0,0,7,7,6,5
1001338,1,1,0,0,7,4,2,2
1001339,0,0,1,1,6,6,3,1
1001340,0,3,0,0,5,5,6,5
1001341,1,1,0,0,7,7,6,5
