Serial,WBOptimf,WBUseful,WBRelax,WBIntp,WBEnergy,WBDealpr,WBThkclr,WBGoodme,WBClsep,WBConfid,WBMkmind,WBLoved,WBIntthg,WBCheer
1001679,3,3,2,4,1,3,2,2,3,2,4,3,3,3
1091671,4,4,4,4,4,4,4,4,4,3,4,4,4,4
1042190,4,4,3,3,2,4,4,3,3,3,5,5,5,4
1025514,3,3,3,3,4,4,3,3,3,3,3,3,4,3
1038863,4,4,2,4,3,4,4,3,4,4,4,4,4,4
1036592,3,2,3,4,4,4,2,1,5,2,5,5,5,4
1014967,3,3,3,5,4,4,4,4,4,3,3,5,5,4
1003089,3,2,2,4,1,2,3,3,3,4,3,4,4,4
1096117,2,3,2,3,4,3,2,2,3,3,3,3,4,2
1006060,2,2,1,4,1,2,2,1,3,3,4,2,4,2
1094219,4,3,3,3,2,4,4,4,5,5,5,5,5,5
1074746,2,4,4,4,4,3,3,3,4,4,4,3,3,4
1099906,4,2,2,3,2,3,3,3,4,3,4,3,3,3
1100253,4,3,2,4,5,3,2,2,3,4,3,4,4,3
1020314,5,3,5,5,4,4,4,3,5,5,5,5,5,5
1051700,4,3,3,4,3,3,3,3,4,3,3,4,3,4
1031216,3,3,3,3,3,2,2,2,3,2,3,3,3,3
1049316,2,3,2,1,2,4,3,3,4,4,4,5,2,3
1005828,3,3,2,4,4,2,2,3,5,2,4,4,4,3
1005841,4,3,3,3,4,3,3,3,4,3,3,4,4,5
1028980,5,4,4,3,3,5,5,4,4,5,4,5,5,5
1026983,4,4,3,2,3,4,4,5,4,4,5,5,5,4
1030401,3,3,4,4,4,3,3,3,4,4,3,4,4,3
1006428,4,4,4,4,3,5,3,3,4,4,5,3,4,4
1032663,4,5,4,5,4,4,4,4,5,4,4,5,4,5
1023886,5,2,2,2,2,2,1,2,2,2,3,3,2,2
1036771,4,3,3,3,4,2,2,3,4,4,4,4,2,3
1032292,3,3,3,4,4,4,4,3,5,3,4,5,4,4
1077449,2,4,5,3,3,5,4,4,4,4,4,4,3,3
1089545,4,4,3,4,3,4,4,3,4,3,5,4,5,3
1010204,4,3,3,4,2,5,4,2,3,2,4,3,3,4
1046281,3,2,3,1,2,4,4,3,3,2,4,3,2,3
1001764,3,4,4,4,4,5,3,2,4,3,4,3,4,4
1026914,3,3,3,4,2,3,3,4,4,2,4,5,4,3
1016375,2,3,3,2,4,4,4,4,4,3,3,4,4,3
1086737,3,3,3,4,2,3,3,3,5,3,3,5,4,4
1020131,5,4,4,3,4,4,4,4,4,4,5,4,4,4
1019483,3,2,2,3,2,2,2,1,3,1,3,3,3,3
1016404,3,3,3,4,2,4,4,4,3,3,5,4,2,3
1044751,4,4,4,3,3,3,3,3,3,3,3,3,4,5
1056941,4,3,3,3,3,2,3,2,3,4,5,5,2,3
1052519,1,1,3,1,2,3,4,4,3,4,4,1,3,3
1051308,3,3,2,3,3,3,3,2,3,2,3,3,3,3
1116390,2,2,2,3,2,2,3,3,2,3,3,3,2,3
1057213,4,4,4,1,1,2,5,5,1,5,4,5,4,5
1019792,3,3,2,4,3,2,3,2,4,3,2,2,2,3
1072035,3,2,2,2,2,3,4,3,3,2,2,3,2,2
1118504,3,3,4,2,3,3,2,3,4,4,4,3,4,3
1105248,3,1,3,4,4,1,3,3,3,4,3,2,4,3
1091351,4,3,2,4,1,3,2,2,3,3,3,4,3,2
1016061,4,2,2,4,2,3,3,1,3,2,4,2,3,3
1012744,4,2,4,5,4,4,4,3,4,4,4,5,3,4
1065411,2,2,1,1,2,3,2,2,4,2,4,4,4,3
1061596,3,4,5,4,4,4,4,3,5,3,5,4,4,4
1048602,5,3,3,2,2,5,5,4,5,5,5,3,5,4
1006029,3,3,5,2,4,5,5,5,3,3,5,5,3,5
1059956,3,4,4,3,5,4,2,3,3,4,5,4,3,4
1050446,3,4,4,5,5,3,5,5,5,5,5,5,5,5
1014139,3,3,2,4,3,1,2,3,4,4,2,4,4,2
1086869,3,2,1,4,2,4,3,2,5,3,5,4,3,3
1002274,4,3,3,4,3,5,4,4,4,4,5,3,4,4
1004426,4,3,2,1,3,4,5,3,3,3,2,3,5,4
1022580,4,3,3,4,3,3,3,3,4,4,4,4,4,4
1097755,1,1,5,1,1,1,1,1,1,1,1,1,1,1
1092595,2,4,4,4,3,4,4,4,4,4,4,4,4,4
1114857,4,3,4,3,4,4,4,4,4,4,4,4,4,4
1040641,5,3,4,4,3,4,3,3,4,3,4,4,3,4
1026392,2,2,3,3,2,2,3,4,4,4,4,4,4,3
1079164,2,3,3,4,2,5,4,3,4,3,5,5,5,4
1058896,2,1,1,1,1,1,2,2,1,2,2,1,2,2
1026190,4,2,3,2,3,1,1,1,2,1,3,1,4,1
1062071,3,2,1,2,2,3,2,3,2,3,3,2,2,3
1114875,3,2,2,2,2,2,3,2,2,2,3,3,2,2
1020069,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1019077,3,2,2,1,2,1,2,2,3,2,3,3,2,2
1065451,1,2,3,4,4,3,3,3,3,3,3,2,2,3
1049615,3,2,5,4,5,4,2,1,3,1,3,5,1,3
1049302,3,4,2,1,1,3,2,3,4,3,3,4,4,4
1119992,1,1,2,2,1,1,1,1,2,1,2,4,1,1
1050352,3,4,2,2,2,3,4,4,4,5,5,5,5,3
1100044,4,1,1,3,3,3,2,1,4,2,3,3,3,3
1004247,3,3,4,2,3,4,3,3,5,4,4,5,4,4
1023107,1,1,1,5,2,1,1,1,1,3,3,5,1,1
1003834,3,3,3,3,2,3,4,3,4,4,5,5,4,4
1068370,4,3,2,1,2,2,3,3,2,3,4,5,5,3
1020012,4,3,3,3,3,3,4,3,4,3,3,3,3,3
1104223,1,1,1,4,1,1,1,1,4,2,2,4,2,1
1106538,3,2,2,1,5,4,2,2,4,3,5,3,2,3
1118515,3,3,1,5,2,3,3,2,4,3,3,4,4,3
1114720,4,2,2,5,4,2,3,1,1,3,1,5,3,2
1114522,2,3,3,4,4,4,3,2,4,3,3,4,4,3
1114670,4,3,2,4,1,2,3,2,4,3,5,5,4,3
1097032,2,4,4,3,2,4,4,4,4,4,4,4,4,4
1105285,1,2,3,3,3,3,3,3,4,3,2,3,2,2
1089999,2,3,3,4,3,4,4,4,4,4,4,4,3,4
1090036,2,3,3,4,4,3,4,3,4,3,2,3,4,3
1090038,4,4,5,4,1,5,4,4,4,3,4,4,4,5
1093785,2,2,4,5,2,3,1,1,3,2,4,2,1,3
1117832,3,4,4,3,5,5,5,4,4,5,5,3,3,5
1050641,4,5,2,3,2,5,2,1,3,3,3,5,4,1
1055379,4,3,3,2,4,4,4,3,3,3,5,4,4,3
1072930,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1026775,3,4,2,4,2,3,4,2,3,4,4,4,3,2
1048953,3,2,2,4,3,3,3,3,4,3,3,3,3,3
1012253,4,4,4,5,4,3,3,4,5,3,4,5,5,4
1036886,3,3,3,3,3,2,2,2,1,1,3,5,1,3
1049471,3,3,2,3,2,3,3,3,3,3,5,4,5,3
1002475,3,1,4,5,5,4,2,4,4,3,3,5,3,4
1089627,3,3,2,4,2,2,2,3,5,3,4,4,3,3
1101114,1,1,1,2,2,3,2,2,3,2,2,1,1,2
1020077,1,3,3,3,3,3,3,3,3,3,4,3,4,3
1034382,2,3,2,3,2,3,3,3,4,2,2,5,3,3
1001154,3,1,3,4,2,3,2,3,5,4,3,2,2,4
1045707,4,3,4,5,2,4,4,1,5,1,5,3,4,4
1019921,3,3,3,2,2,4,3,4,4,4,4,5,4,4
1047813,3,3,2,2,2,3,2,3,3,4,4,2,3,3
1017299,3,4,3,2,3,4,4,3,3,4,4,4,3,3
1031113,4,4,4,4,4,3,4,3,4,3,4,5,4,4
1044861,4,4,5,4,5,5,5,5,5,5,5,5,5,5
1046011,2,2,3,2,2,4,2,1,3,1,3,5,3,3
1063746,2,1,1,5,3,1,1,1,2,1,3,1,1,1
1037515,2,3,2,4,2,4,3,3,5,1,3,5,2,3
1059280,3,2,2,5,2,4,3,2,4,2,3,4,3,3
1056504,3,2,2,4,1,1,1,2,3,2,2,5,2,3
1116653,4,4,4,4,3,3,4,3,4,4,4,5,3,5
1101083,3,2,2,3,4,2,2,2,2,1,3,3,2,2
1118775,3,2,2,4,4,3,2,1,4,2,3,3,4,2
1056124,4,3,4,4,4,5,4,3,5,3,5,5,2,5
1067777,5,3,2,3,2,3,4,3,4,4,3,5,5,5
1085840,4,5,5,5,3,5,5,5,5,5,5,5,2,5
1114179,3,5,4,5,5,5,4,5,5,5,5,5,5,5
1114381,4,4,3,4,1,4,3,3,5,4,5,3,4,4
1085429,3,5,3,3,3,3,3,3,3,3,3,3,3,3
1091357,4,3,3,4,2,4,4,3,4,2,4,4,4,4
1060143,1,2,1,5,2,1,2,2,3,1,1,1,3,1
1049382,5,2,2,1,1,3,2,1,1,2,2,1,1,2
1078818,4,3,3,4,2,4,4,3,4,3,4,4,4,4
1010853,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1102072,4,3,2,5,2,4,3,3,4,4,4,4,4,3
1084380,2,2,4,4,4,3,2,3,3,3,3,3,3,3
1076072,2,3,3,1,2,4,3,2,2,1,5,3,4,2
1089789,2,4,5,5,4,4,4,4,5,5,5,5,5,5
1093792,1,1,1,2,1,1,1,1,1,1,1,1,1,1
1016038,3,4,5,4,3,4,5,3,4,5,4,1,3,2
1016791,2,2,3,3,2,2,3,3,5,3,4,5,5,4
1026981,3,3,3,2,2,5,5,4,3,5,5,5,5,3
1026703,4,3,2,1,1,4,4,3,4,3,5,5,1,3
1030046,3,3,3,4,2,4,4,2,3,3,5,3,3,2
1094682,3,4,3,3,4,4,4,4,4,4,4,5,4,4
1024776,2,3,3,5,3,5,3,2,5,3,5,3,4,5
1024832,3,3,2,3,3,2,3,2,3,2,2,5,4,3
1091240,3,2,2,3,2,2,2,2,2,3,3,3,4,2
1013651,2,2,1,4,3,3,2,1,2,1,5,3,4,2
1003442,1,1,1,1,2,2,1,2,1,1,4,1,1,1
1087014,4,3,3,4,4,4,3,3,5,4,5,4,4,3
1000444,4,2,2,2,2,3,3,1,1,1,5,3,3,2
1083378,5,5,5,4,4,4,4,5,5,5,5,5,4,4
1099389,2,2,3,3,4,3,3,3,3,2,2,1,3,2
1002324,2,2,3,4,2,1,2,2,2,2,4,4,4,2
1065845,4,3,3,3,3,3,3,3,5,4,5,5,3,5
1054623,3,2,2,3,3,3,2,2,4,2,4,3,3,2
1003863,3,2,3,2,3,2,2,3,4,3,4,4,3,3
1011054,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1032513,3,3,2,3,2,3,3,2,2,2,3,3,1,2
1097569,2,1,1,2,1,3,3,2,4,2,4,3,2,3
1033235,2,3,2,1,2,3,3,3,2,2,4,3,2,2
1038398,5,4,2,2,4,5,4,5,3,5,5,5,5,4
1013473,4,4,4,3,2,5,5,3,3,4,5,5,5,4
1026700,4,2,2,3,4,3,3,2,2,4,4,2,3,2
1050872,3,3,4,2,3,5,4,3,5,3,5,5,5,3
1022117,4,3,2,4,2,3,4,3,4,3,3,3,4,4
1077828,3,2,3,2,2,2,3,3,2,3,3,4,3,3
1021501,5,4,3,5,3,4,3,4,5,5,5,5,5,5
1037747,4,4,3,3,3,4,3,4,4,4,4,4,4,4
1061517,3,3,2,3,3,3,3,2,3,2,3,3,3,3
1031221,3,3,2,1,1,3,2,5,3,5,4,5,3,2
1042194,5,5,5,5,5,5,5,5,4,5,5,4,4,5
1094616,4,3,3,4,3,4,4,3,2,3,4,2,4,3
1043356,4,5,4,3,2,3,4,4,3,4,4,5,4,5
1098814,3,2,2,3,4,2,3,2,3,3,4,5,4,3
1007834,3,2,1,4,2,5,5,2,4,2,5,5,5,2
1023164,2,3,3,3,2,4,4,3,4,3,3,3,4,4
1005815,4,3,2,5,4,4,5,5,3,5,5,4,5,3
1057924,4,4,3,5,4,4,4,5,3,5,5,4,3,4
1014259,1,2,3,3,2,3,3,3,2,2,3,5,4,3
1113733,3,4,3,2,1,1,1,2,3,2,2,4,2,3
1037123,3,1,1,4,3,2,1,1,3,1,2,2,5,5
1017341,1,4,4,1,5,5,5,5,5,4,4,5,5,5
1094319,4,2,2,3,1,4,2,2,3,2,3,3,2,2
1007226,1,2,2,3,1,1,2,2,3,2,2,2,3,3
1118263,4,3,3,4,2,4,4,3,3,2,5,4,3,4
1008124,3,3,4,4,3,3,3,2,3,1,4,4,4,3
1015223,2,4,3,3,2,2,3,1,4,2,3,4,5,2
1022057,4,3,3,4,3,2,3,3,2,3,4,3,3,2
1072961,3,3,2,3,2,3,2,1,3,1,3,5,3,3
1116707,2,2,1,3,3,2,2,2,1,2,1,2,3,2
1037299,3,3,2,4,2,3,4,4,4,3,2,3,4,3
1026910,5,3,3,4,3,4,4,3,3,2,4,4,4,3
1034126,4,3,2,3,4,3,3,3,4,2,2,5,1,3
1020377,3,4,3,4,4,2,2,2,4,3,4,4,2,3
1053653,4,3,2,2,3,5,4,3,2,1,4,3,2,4
1117818,3,3,2,4,2,2,3,3,3,2,3,4,3,3
1086510,3,2,1,1,4,3,3,2,5,2,4,3,4,2
1099951,2,3,4,4,4,2,3,3,5,3,4,5,3,3
1052918,2,2,1,1,1,1,3,1,3,2,2,1,3,2
1007096,3,5,5,3,1,3,2,3,5,3,5,5,5,5
1003358,2,1,3,1,1,4,2,4,5,2,3,5,1,4
1049424,4,3,3,5,5,4,3,3,3,2,3,3,5,5
1018013,3,3,3,4,4,2,4,3,3,3,4,4,3,3
1006295,3,2,4,3,3,3,3,3,4,3,4,4,4,3
1026060,3,4,2,4,3,4,4,5,5,4,4,5,4,5
1017153,4,4,4,5,4,4,5,4,4,4,5,4,5,4
1019980,4,3,3,3,3,4,4,4,4,4,4,5,3,4
1063711,1,3,1,3,2,3,2,3,3,3,3,5,2,2
1072533,3,2,3,3,1,3,3,3,2,3,5,4,5,3
1024665,4,3,3,4,2,3,3,3,4,3,4,4,3,3
1003038,3,3,2,3,4,4,3,4,4,3,4,3,3,3
1048407,5,3,3,3,2,5,4,1,3,1,5,4,3,3
1096086,5,5,4,5,3,4,4,5,5,5,5,5,5,5
1025444,4,4,3,4,3,4,4,4,4,3,3,3,3,3
1060804,4,3,2,2,2,3,2,2,3,2,3,3,2,3
1015751,2,3,2,4,2,4,3,3,2,3,3,4,4,3
1015548,4,4,4,4,5,5,5,3,5,4,4,4,4,4
1045636,2,2,1,2,2,2,3,1,2,1,4,2,2,2
1020136,3,2,3,4,2,3,3,3,4,3,4,3,3,3
1028764,5,3,3,1,1,3,3,2,3,3,4,5,5,3
1097242,4,2,2,4,4,4,4,3,4,4,5,3,5,2
1044128,5,3,4,5,4,4,3,2,3,4,5,2,2,3
1005395,4,4,4,4,4,4,4,4,5,4,4,5,4,4
1093548,3,3,4,5,4,4,4,4,5,4,3,5,5,4
1018602,4,4,4,4,4,3,3,2,3,2,2,3,3,2
1114142,3,2,2,3,3,1,3,3,3,2,4,4,4,3
1092393,3,4,3,4,4,3,4,4,4,3,4,5,4,4
1071765,4,3,1,3,2,2,2,5,4,5,2,2,4,3
1028315,3,2,2,2,3,2,3,3,3,3,3,3,3,2
1050608,3,3,2,3,3,4,3,3,4,4,4,5,4,4
1007339,5,3,2,3,2,3,2,1,3,1,3,4,3,2
1063638,4,3,3,4,3,2,3,3,5,3,5,5,4,3
1014834,4,4,3,4,4,1,4,5,5,4,4,4,4,5
1041956,4,4,3,4,4,4,5,4,5,4,5,5,5,4
1018483,2,2,2,4,2,3,4,4,4,2,4,4,3,3
1036784,3,4,4,3,3,4,4,4,4,4,5,5,4,4
1024428,2,2,2,4,3,2,2,2,2,1,2,5,2,3
1096828,4,4,4,4,4,4,4,5,5,5,4,5,4,4
1118018,4,4,4,2,4,3,5,4,3,4,5,5,5,5
1114561,3,4,1,2,2,3,4,3,4,2,5,4,4,3
1097075,3,3,3,3,3,2,2,2,3,3,3,4,4,3
1108393,3,4,3,3,3,5,5,4,4,4,5,5,5,5
1110220,4,1,5,4,4,5,4,3,2,5,5,5,1,4
1099987,3,3,3,3,2,4,4,4,4,4,4,5,4,4
1094412,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1059558,2,2,3,3,4,1,4,2,3,2,4,5,3,4
1013523,5,4,4,3,3,4,4,3,3,4,5,5,5,4
1074272,3,2,2,3,4,2,2,1,2,1,5,2,5,5
1083118,3,4,2,4,3,4,4,3,3,3,4,3,3,3
1018142,3,2,4,5,4,2,2,3,3,3,2,4,4,5
1034053,4,3,3,4,3,2,3,3,5,5,5,5,5,5
1019981,4,4,4,4,3,4,4,3,3,3,4,4,3,4
1020166,2,4,2,2,4,1,1,2,2,2,2,2,2,2
1016518,4,4,4,3,4,4,4,4,4,3,4,4,4,5
1007063,3,4,2,4,5,3,3,3,4,3,4,3,4,4
1000554,3,2,2,4,3,2,3,2,3,3,4,4,3,2
1037614,3,1,3,3,2,4,4,2,1,3,4,1,4,3
1056582,4,5,3,4,5,5,5,5,5,5,5,5,5,5
1015604,4,3,2,5,2,4,4,3,4,4,3,3,3,4
1094072,3,2,3,3,2,3,2,1,3,1,4,3,2,3
1043410,3,3,4,3,2,4,4,4,3,4,3,2,2,3
1041514,2,2,1,3,2,2,1,1,1,1,2,2,2,2
1007395,3,2,3,3,2,4,4,3,3,3,4,3,2,3
1001276,3,3,3,4,3,3,4,3,2,2,4,4,3,3
1084008,3,3,3,3,3,2,4,4,3,5,3,5,4,3
1030769,4,4,5,4,4,4,5,4,5,4,5,4,4,4
1115439,2,2,1,1,1,2,1,1,2,1,2,1,2,1
1005071,2,2,1,1,1,2,1,1,1,1,2,3,1,1
1117639,1,4,4,5,5,3,4,5,2,4,4,5,4,3
1093285,4,4,5,5,5,5,4,5,5,5,5,4,5,5
1055837,3,2,3,3,3,2,2,3,3,3,4,3,3,3
1032302,2,3,2,4,2,2,2,2,3,3,4,4,2,3
1099451,4,4,4,4,4,4,4,3,3,3,3,4,4,4
1108386,2,2,2,2,1,1,2,1,3,2,3,3,3,2
1093669,3,2,2,2,1,1,1,1,1,1,2,3,1,1
1100913,3,3,2,3,3,4,3,4,3,2,4,5,3,4
1084727,4,4,3,4,4,3,3,3,4,4,4,4,4,4
1091608,4,3,2,4,2,4,4,3,3,3,4,4,4,3
1044143,4,4,3,5,4,4,4,4,4,5,4,3,4,5
1004102,3,2,2,3,1,2,2,2,3,3,3,4,4,3
1030072,4,3,3,3,3,3,3,3,3,3,3,4,3,4
1037393,4,4,3,2,3,4,4,4,4,5,4,3,4,5
1097916,2,3,3,2,4,4,4,5,4,4,4,5,3,4
1067711,3,4,3,4,3,4,4,3,4,3,4,4,4,4
1050889,4,3,3,4,3,2,3,3,4,3,3,5,4,3
1049490,3,2,3,3,4,4,4,3,4,3,4,5,3,3
1074569,3,4,2,3,3,3,4,3,3,2,4,5,3,3
1083120,4,3,1,2,3,3,3,2,4,4,3,3,4,3
1004222,4,3,1,3,1,2,3,2,4,1,4,4,4,3
1018066,5,3,2,5,3,3,3,3,3,3,5,4,4,3
1070795,5,4,3,5,4,4,3,3,3,4,5,5,4,5
1002010,4,3,3,5,4,4,4,2,4,4,4,4,5,4
1103354,2,2,2,2,3,4,4,4,4,4,4,4,4,4
1003638,4,4,3,3,3,2,3,3,4,3,3,4,3,4
1019954,4,4,3,5,4,4,3,4,4,4,4,5,5,4
1031722,3,3,4,4,3,2,4,4,4,4,4,4,4,4
1018687,3,2,3,2,3,4,3,4,3,3,4,5,4,2
1017157,4,4,5,5,5,5,5,4,5,5,5,5,5,5
1089709,3,3,2,4,3,3,2,2,3,4,3,3,3,3
1004687,4,4,3,4,4,4,4,3,5,3,4,5,5,3
1008838,2,2,2,3,3,2,2,1,4,3,4,3,2,2
1037031,4,3,5,3,4,4,4,4,4,4,4,4,3,4
1057457,2,2,2,3,3,2,3,2,4,2,3,3,4,4
1081218,4,3,3,2,3,3,3,2,3,4,4,2,2,4
1072046,2,2,1,1,2,2,2,2,3,2,2,2,2,2
1020247,2,2,2,4,1,1,2,2,3,1,2,3,2,2
1032684,2,2,3,3,3,4,4,2,2,2,4,3,1,4
1101246,4,4,3,3,2,4,5,3,4,3,5,5,3,4
1109130,3,2,4,1,1,4,4,4,1,5,5,4,2,3
1107929,4,3,2,5,3,3,3,1,4,3,1,3,2,3
1030528,3,2,2,2,3,2,2,1,4,3,4,5,4,4
1042159,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1085328,2,4,5,3,4,5,4,5,4,5,5,4,2,3
1000583,3,3,2,2,2,2,2,2,5,3,3,5,3,2
1037103,4,4,3,1,3,5,4,2,4,3,4,2,3,3
1022047,3,1,2,3,2,3,2,2,3,2,2,3,3,3
1118058,2,2,4,2,3,4,3,1,1,5,4,2,3,4
1091304,2,3,2,1,1,4,5,4,4,5,5,5,4,4
1065340,4,2,1,2,1,4,5,2,3,3,4,3,4,3
1047892,3,1,2,2,3,2,2,1,1,1,3,4,3,1
1111543,5,3,2,3,2,3,2,1,3,3,3,5,4,2
1035567,3,2,3,2,2,2,4,3,3,3,5,4,3,3
1089776,5,3,1,4,2,1,1,1,3,3,3,2,2,1
1081096,3,2,2,3,4,2,3,1,5,2,3,5,3,3
1101141,2,3,3,3,2,3,2,2,3,2,3,3,2,2
1089362,3,4,4,2,3,4,5,4,2,4,4,4,4,4
1025071,4,4,4,4,4,4,4,3,3,4,4,4,4,4
1072047,3,4,2,3,2,4,3,3,4,2,3,4,3,4
1004756,3,2,2,4,1,3,3,2,4,3,4,4,3,4
1005835,4,3,2,5,4,3,3,3,4,4,5,3,4,4
1092528,3,2,2,2,3,2,2,2,3,1,2,3,2,2
1084750,2,3,3,4,4,4,3,2,4,3,4,4,3,3
1100727,4,3,2,4,3,3,3,3,5,4,3,4,3,4
1040615,3,3,2,3,2,3,3,2,4,2,4,4,3,3
1032008,3,2,3,2,4,4,3,4,5,4,5,4,4,3
1016840,3,3,2,4,2,4,4,2,4,2,2,5,3,3
1094177,4,3,2,5,3,3,4,3,4,3,4,3,4,3
1096208,4,3,4,4,3,2,4,3,4,4,3,5,5,4
1114806,3,2,3,4,3,2,3,2,4,1,3,2,2,3
1089833,2,3,2,4,1,2,2,2,3,2,3,4,3,2
1111938,2,2,2,3,3,2,2,2,1,2,3,3,2,2
1064030,1,2,2,3,1,2,2,3,3,2,3,4,1,2
1024816,3,2,2,2,2,2,3,3,2,2,1,3,3,2
1037759,3,2,3,4,2,3,4,4,3,4,4,4,3,4
1050978,4,3,2,4,3,2,3,2,4,2,2,2,3,3
1051383,1,1,2,3,4,3,4,2,4,3,5,1,5,4
1014604,5,4,3,5,3,4,4,5,4,3,5,4,5,4
1062045,4,4,2,3,2,2,3,3,3,2,4,3,3,3
1072422,2,2,4,4,3,4,4,3,4,2,4,4,3,3
1007399,3,3,2,4,2,3,3,4,4,4,3,4,3,3
1027942,3,3,2,4,2,2,2,1,3,1,2,2,2,2
1072102,4,2,3,3,4,4,4,4,3,4,5,3,3,4
1026387,4,3,3,2,2,3,5,4,3,3,4,5,3,5
1023574,3,2,2,4,5,1,3,3,4,4,5,3,4,5
1012070,4,3,3,4,4,4,4,3,3,3,3,4,4,4
1019224,4,4,4,3,3,5,5,5,4,4,5,5,4,5
1006316,1,2,1,5,2,4,1,4,4,4,1,4,3,5
1065120,3,4,2,3,2,4,4,3,4,4,5,4,3,4
1057146,1,3,4,3,3,4,4,5,4,4,4,4,3,4
1048115,3,3,1,1,1,2,2,1,4,1,4,2,4,1
1026297,4,3,5,5,5,3,4,4,5,5,2,3,4,3
1000120,4,3,2,3,2,3,3,3,4,3,4,4,4,4
1001933,3,4,3,5,4,4,5,4,5,4,5,5,5,5
1006219,4,4,2,5,3,4,4,4,4,5,5,5,5,4
1064180,4,3,2,4,1,5,4,2,3,2,5,4,3,3
1058008,2,4,3,2,3,5,5,3,4,5,4,5,5,5
1110467,4,3,3,2,3,2,5,3,3,2,4,4,5,4
1069883,3,3,2,4,4,4,3,2,4,3,3,4,4,3
1071983,1,1,1,1,2,1,2,2,1,2,2,2,2,1
1030935,2,4,5,3,5,5,5,5,5,5,4,4,3,3
1004359,4,3,3,4,3,4,3,2,3,3,5,5,4,3
1004688,3,2,3,4,2,4,3,3,5,3,3,5,4,4
1074337,4,3,4,4,3,2,2,2,5,3,4,3,5,4
1079065,2,2,2,2,2,1,2,1,4,1,2,4,2,2
1058183,2,3,5,1,1,2,4,5,4,4,4,4,4,4
1070980,1,1,1,1,1,1,1,1,1,1,2,2,5,5
1049109,4,5,4,4,5,4,4,5,5,5,5,5,4,4
1109269,2,3,4,4,3,2,3,3,4,3,4,5,3,4
1058260,3,3,2,3,2,2,3,3,4,3,3,4,3,3
1096816,3,3,4,5,3,4,4,3,4,4,5,3,5,4
1096934,2,2,4,3,3,3,2,2,3,3,4,4,4,3
1102042,3,3,3,5,3,3,3,5,3,2,3,5,3,4
1094224,3,2,2,4,2,2,2,2,2,2,2,2,2,2
1105829,5,5,4,3,3,4,5,4,5,4,5,5,5,4
1082902,4,4,3,3,4,4,4,3,4,5,5,4,4,3
1114833,3,4,4,4,5,3,3,4,4,4,3,5,4,3
1114173,4,4,3,4,4,4,4,4,4,4,4,4,4,4
1105313,4,3,4,5,3,3,3,3,4,3,4,5,4,4
1111921,4,4,3,3,4,4,4,3,3,4,4,4,4,4
1059474,3,3,3,4,3,4,4,2,4,3,5,4,4,4
1071839,2,1,1,1,3,4,3,2,3,3,4,3,2,3
1023858,2,3,4,3,4,4,4,3,3,3,4,3,5,4
1060970,3,4,5,3,4,4,5,3,5,4,4,5,4,5
1071139,3,4,3,2,2,3,4,4,3,3,4,5,3,3
1096584,2,2,3,3,4,5,5,3,5,3,3,5,3,3
1034763,3,3,2,2,1,3,2,2,1,3,4,5,3,2
1082390,2,2,3,2,2,2,3,1,1,1,4,2,1,1
1030980,4,4,5,5,3,4,4,4,4,4,4,5,5,5
1086594,3,4,4,2,3,4,4,4,3,4,3,4,3,5
1003933,4,2,3,2,3,4,4,2,2,3,5,4,3,3
1007902,1,1,5,5,5,5,5,5,5,5,5,5,5,5
1072944,4,4,4,2,2,2,2,1,2,1,4,4,4,3
1023188,3,3,4,5,4,3,3,2,3,2,3,4,4,3
1000691,3,4,3,4,3,4,4,4,5,5,5,5,5,4
1108539,3,4,2,4,2,3,3,3,5,2,4,5,3,4
1108061,4,4,4,4,4,4,4,4,3,3,4,4,3,4
1099708,4,3,4,4,4,4,4,4,4,4,4,4,4,4
1068346,4,4,4,4,4,4,4,4,4,4,3,5,4,5
1003927,4,3,2,4,3,3,3,3,3,2,4,3,3,3
1090329,3,4,3,3,2,4,4,3,4,3,4,5,3,4
1032685,3,4,2,2,2,1,1,2,2,2,2,2,2,3
1025091,3,2,3,3,2,2,4,2,2,2,4,3,4,3
1056929,3,4,5,3,2,4,3,5,5,5,4,5,4,5
1003449,3,2,3,3,5,3,3,3,3,3,2,4,2,3
1005242,3,2,3,4,3,3,4,2,2,2,3,4,4,3
1109147,1,1,3,4,2,2,2,1,4,1,2,4,2,2
1010685,5,3,3,5,2,5,2,3,3,5,3,2,4,1
1105686,2,2,2,4,3,3,3,2,5,3,3,4,3,2
1111717,2,1,2,4,4,2,2,1,3,1,3,3,3,2
1038460,3,3,2,4,3,3,4,2,4,2,5,5,4,2
1030669,4,4,3,3,3,4,4,3,3,3,4,4,3,3
1078605,4,4,3,3,3,3,3,4,4,3,3,3,3,4
1115432,4,3,2,3,2,4,4,3,3,3,3,3,2,3
1095506,3,4,3,4,3,2,3,2,4,3,3,5,3,2
1103463,3,3,4,3,3,4,3,2,4,2,4,3,3,3
1084910,3,4,3,5,5,3,4,3,3,2,5,4,2,4
1102055,4,3,4,3,4,3,4,2,3,2,3,4,3,3
1014853,5,4,4,5,3,5,4,5,5,5,5,5,4,5
